GeoFIPS,GeoName,Region,TableName,ComponentName,Unit,IndustryId,IndustryClassification,Description,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
 "31000","Nebraska",4,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",60,"54","   Professional, scientific, and technical services",70068,74064,73505,59804,70070,73285,83880,90801,113289,105456,103131,103491,95191,105938,101294,102168,108855,109161,111191,118920,127453
 "31000","Nebraska",4,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",61,"5411","    Legal services",9052,10086,9965,10426,13131,16087,22556,26880,31681,29090,28253,25263,17342,19665,19080,19634,24148,19608,18581,24848,27113
 "31000","Nebraska",4,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",62,"5415","    Computer systems design and related services",25680,26367,27035,20791,21550,20180,22551,21931,27062,24622,24521,24339,23491,25585,24800,25115,29773,30314,31373,30163,33412
 "31000","Nebraska",4,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",63,"5412-5414, 5416-5419","    Miscellaneous professional, scientific, and technical services",35335,37611,36505,28587,35389,37018,38773,41990,54546,51743,50357,53889,54358,60689,57414,57419,54933,59238,61238,63909,66928
 "31000","Nebraska",4,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",64,"55","   Management of companies and enterprises",25957,26302,26341,28947,33455,38643,36859,41228,55225,55338,55932,55090,55446,56724,51002,52904,59683,68623,77260,76843,78801
 "31000","Nebraska",4,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",65,"56","   Administrative and support and waste management and remediation services",13523,14021,13726,37511,47599,48975,66547,73996,82518,80494,78600,79776,72761,72899,74433,76683,85348,94172,100277,105206,110041
 "31000","Nebraska",4,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",66,"561","    Administrative and support services",8853,9444,9391,30980,40640,41692,56807,63045,70342,68239,65807,66323,59458,59778,60222,61502,68787,76965,82857,87262,91136
 "31000","Nebraska",4,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",67,"562","    Waste management and remediation services",4670,4577,4335,6531,6959,7283,9740,10951,12176,12255,12793,13454,13303,13121,14210,15181,16561,17206,17421,17944,18905
 "31000","Nebraska",4,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",68,"61, 62","  Educational services, health care, and social assistance",96547,103230,103066,113048,133221,139685,147788,168844,214630,206123,202244,204105,202599,217144,189242,192331,194753,221906,253087,273145,290971
 "31000","Nebraska",4,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",69,"61","   Educational services",31462,32163,31073,35462,31110,32085,33743,38099,43429,43026,43080,45416,44369,48555,49695,45823,43937,45874,51498,54546,56428
 "31000","Nebraska",4,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",70,"62","   Health care and social assistance",65085,71067,71992,77586,102111,107600,114045,130745,171201,163098,159164,158689,158229,168589,139547,146508,150816,176032,201589,218599,234543
 "31000","Nebraska",4,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",71,"621","    Ambulatory health care services",37858,40634,39169,43155,37131,38186,40862,49128,68452,64535,61232,62156,57178,66521,66573,60994,62813,71106,76993,80984,84544
 "31000","Nebraska",4,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",72,"622","    Hospitals",15372,17999,20336,21444,41533,44546,46043,51487,61783,59979,59779,58111,61385,58312,30432,40611,39134,48308,63271,72868,84782
 "31000","Nebraska",4,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",73,"623","    Nursing and residential care facilities",9806,10110,10076,10346,18438,19812,22264,24626,32483,31447,31474,31612,32611,36142,36053,37821,40441,46391,50488,53258,53169
 "31000","Nebraska",4,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",74,"624","    Social assistance",2048,2324,2412,2641,5010,5057,4877,5504,8482,7137,6679,6810,7056,7614,6489,7082,8429,10227,10837,11489,12048
 "31000","Nebraska",4,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",75,"71, 72","  Arts, entertainment, recreation, accommodation, and food services",218384,223576,238249,245412,267973,261563,331473,363886,359069,350211,380333,404938,385839,465757,448796,392527,431157,436469,457074,476331,507714
 "31000","Nebraska",4,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",76,"71","   Arts, entertainment, and recreation",31227,32294,33824,42345,48630,51060,60503,63546,62560,58668,63000,68420,65874,64677,68464,71468,79529,83027,86270,88038,94921
 "31000","Nebraska",4,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",77,"711-712","    Performing arts, spectator sports, museums, and related activities",8866,9565,8616,9202,12978,12925,14281,15073,16306,14802,15572,16082,15965,17214,17352,17261,19000,21602,22041,21322,22699
 "31000","Nebraska",4,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",78,"713","    Amusement, gambling, and recreation industries",22361,22729,25208,33143,35652,38136,46222,48473,46253,43865,47429,52338,49909,47463,51112,54208,60529,61425,64229,66716,72222
 "31000","Nebraska",4,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",79,"72","   Accommodation and food services",187157,191282,204425,203067,219342,210502,270970,300340,296510,291543,317333,336518,319966,401080,380332,321058,351628,353442,370804,388293,412793
 "31000","Nebraska",4,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",80,"721","    Accommodation",67904,68349,74016,75106,70788,59212,76076,84566,80476,79542,83723,87393,88783,149435,141588,85183,93468,90469,95604,104428,111849
 "31000","Nebraska",4,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",81,"722","    Food services and drinking places",119253,122933,130409,127961,148554,151290,194894,215773,216034,212001,233609,249125,231183,251645,238744,235876,258159,262973,275199,283865,300943
 "31000","Nebraska",4,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",82,"81","  Other services (except government and government enterprises)",83851,85559,88369,86095,101175,103147,136575,146450,152392,129666,136350,139697,132360,137055,145664,152222,164503,167378,174171,177683,186815
 "31000","Nebraska",4,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",83,"..."," Government and government enterprises",-75281,-67005,-62808,-75575,-125097,-135881,-150748,-168653,-170502,-180782,-234458,-328520,-347970,-231334,-305872,-328231,-432158,-404846,-352008,-341974,-359639
 "31000","Nebraska",4,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",84,"...","  Federal civilian",-41691,-42428,-39430,-47749,-98229,-105681,-118000,-133560,-140802,-143140,-200643,-296404,-304852,-195314,-276712,-291841,-397065,-372936,-310169,-297993,-318709
 "31000","Nebraska",4,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",85,"...","  Military",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 "31000","Nebraska",4,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",86,"...","  State and local",-33590,-24577,-23378,-27826,-26869,-30200,-32748,-35094,-29700,-37642,-33815,-32116,-43118,-36019,-29160,-36390,-35093,-31910,-41839,-43981,-40930
 "31000","Nebraska",4,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",87,"11, 21","Natural resources and mining",43044,-98010,-250285,-246654,-332538,-11802,-312153,-99192,-443451,-42445,2499,16950,29335,80832,34344,170340,142562,310687,190299,58338,268250
 "31000","Nebraska",4,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",88,"42, 44-45","Trade",1371976,1348623,1408387,1427568,1486525,1520329,1760969,1884741,1911463,1860916,1925168,1954655,1777120,1848258,2001849,2070917,2256940,2303720,2378854,2391189,2498829
 "31000","Nebraska",4,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",89,"...","Transportation and utilities",225150,241062,241831,282857,308092,348334,397472,456429,439505,443636,496742,585381,554099,588976,599804,621294,624042,765663,682560,652904,671264
 "31000","Nebraska",4,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",90,"...","Private goods-producing industries 2/",242660,104532,-53877,-43935,-114966,222781,-56388,193972,-102503,294837,338244,352470,362094,429099,396448,536561,553414,783450,698948,579419,824509
 "31000","Nebraska",4,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",91,"...","Private services-providing industries 3/",3154485,3117932,3170773,3289651,3520327,3656785,4141398,4480397,4725854,4687578,4881639,5011118,4789610,5040474,5225625,5287272,5641287,6099523,6338585,6503032,6681780
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",1,"...","All industry total",4816201,5146278,5615930,6055011,6181169,6662021,6729446,8513737,9981141,10419228,10855636,10993819,10257307,10672924,11088605,10864968,11646263,11926667,12490695,13977046,14055664
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",2,"..."," Private industries",4871380,5195562,5669008,6108466,6246618,6748964,6819283,8605623,10065188,10485602,10937317,11087830,10362079,10758984,11186253,10943241,11726819,12036731,12604694,14093721,14166105
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",3,"11","  Agriculture, forestry, fishing and hunting",866,-9685,-27746,-35730,-35856,-9413,-13181,-6633,-29366,-17396,-2894,-7268,-8305,-7739,-4464,124,3394,341,-1225,-3482,1691
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",4,"111-112","   Farms",-3022,-14239,-31974,-39621,-40091,-14137,-17621,-11980,-35353,-21675,-4770,-9776,-10606,-10383,-6951,-2386,603,-2038,-3469,-5945,-853
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",5,"113-115","   Forestry, fishing, and related activities",3887,4553,4228,3891,4234,4724,4440,5347,5987,4279,1876,2508,2301,2645,2487,2510,2790,2379,2244,2463,2544
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",6,"21","  Mining, quarrying, and oil and gas extraction",106745,96442,106530,106852,101586,90581,103011,119603,125443,137832,188901,229541,255023,370245,503261,498133,540796,342441,306711,335298,357820
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",7,"211","   Oil and gas extraction",263,151,169,209,164,239,209,358,523,618,672,860,1029,1130,1159,1332,1235,1236,1055,813,1023
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",8,"212","   Mining (except oil and gas)",103731,94004,103607,103191,99399,87699,99684,115063,120727,132214,181418,215806,242101,353250,484608,476271,521509,325766,289072,312407,336044
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",9,"213","   Support activities for mining",2751,2287,2754,3451,2022,2643,3117,4182,4192,5000,6811,12875,11893,15864,17494,20530,18053,15439,16584,22078,20753
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",10,"22","  Utilities",105490,112870,132750,143144,166978,204709,226129,250970,257116,277807,320887,366523,405244,414102,410782,384359,400987,392787,395988,407762,404944
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",11,"23","  Construction",51652,56413,59713,63699,79756,86691,93962,122466,124286,124516,129190,185938,142439,125892,98108,93746,102114,108794,128197,159117,174585
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",12,"31-33","  Manufacturing",49318,53276,57628,63974,75675,79826,87218,101353,108083,118265,140125,175274,167281,171320,161898,157561,204118,193869,201823,202494,222577
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",13,"321,327-339","   Durable goods manufacturing",32167,34097,36921,41339,50650,54319,60226,68793,72404,78629,93714,118971,109964,110707,101047,98254,136993,125181,128057,118280,132355
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",14,"321","    Wood product manufacturing",1649,1767,2037,2431,2661,2815,2883,3585,4305,3941,3454,4010,3270,2965,2670,2534,2778,2951,3410,4081,4530
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",15,"327","    Nonmetallic mineral product manufacturing",4528,4499,4935,5899,6674,7478,8194,9867,11058,13151,16256,18147,14860,13510,11680,11107,11565,11752,13005,15375,16171
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",16,"331","    Primary metal manufacturing",3335,3549,3362,3275,3163,3148,3161,3721,4258,5029,6695,9171,9994,9630,9192,9116,9090,8764,8947,9015,9256
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",17,"332","    Fabricated metal product manufacturing",3101,3470,3904,4531,4762,4919,5943,6733,6411,7633,9658,15512,11676,11982,12173,11122,14628,14507,15726,17675,20309
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",18,"333","    Machinery manufacturing",5729,5714,5928,5943,5733,6027,5468,6362,8279,9224,9249,8823,8206,8343,9689,9705,9980,10046,10786,12778,12611
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",19,"334","    Computer and electronic product manufacturing",4416,4981,5324,6009,7884,9057,9663,9787,8775,9304,11504,13819,14942,15615,13498,12875,19952,13059,14516,13161,13859
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",20,"335","    Electrical equipment, appliance, and component manufacturing",1872,1621,1565,1875,2060,2500,2620,2855,3313,2709,3470,3439,2989,2909,1046,1641,2260,2218,3169,6726,14653
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",21,"3361-3363","    Motor vehicles, bodies and trailers, and parts manufacturing",1549,1883,2503,2631,2226,2293,2375,2766,2915,2661,3044,3979,3947,3695,3584,3541,3802,3747,3999,4664,5038
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",22,"3364-3369","    Other transportation equipment manufacturing",790,824,917,949,998,1041,1160,1419,1644,1653,1862,2460,2317,2791,2151,1812,1453,1493,1786,1814,1951
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",23,"337","    Furniture and related product manufacturing",486,569,677,795,1012,1209,1415,1962,1948,2044,2013,2896,2291,2069,1697,1540,1645,1631,2007,2376,2581
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",24,"339","    Miscellaneous manufacturing",4712,5219,5771,7000,13474,13833,17344,19735,19499,21282,26508,36716,35471,37197,33667,33260,59840,55013,50705,30616,31395
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",25,"311-316,322-326","   Nondurable goods manufacturing",17151,19179,20707,22634,25026,25507,26992,32560,35679,39636,46412,56303,57317,60613,60851,59307,67126,68687,73767,84214,90222
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",26,"311-312","    Food and beverage and tobacco product manufacturing",4500,5245,5329,5663,6666,6989,8214,8764,9347,10280,12169,13663,14424,15197,14521,15410,18709,18974,21372,24438,28499
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",27,"313-314","    Textile mills and textile product mills",540,555,674,634,707,760,843,929,936,995,1391,1940,1818,1870,1642,1634,1686,1691,1778,1491,1784
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",28,"315-316","    Apparel, leather, and allied product manufacturing",133,154,180,200,193,165,157,170,232,282,110,159,140,129,104,79,86,96,110,114,117
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",29,"322","    Paper manufacturing",1229,1242,1370,1641,1405,1517,1636,1717,1813,2042,2330,3003,3206,3474,3145,3120,3279,3510,3301,3908,4083
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",30,"323","    Printing and related support activities",1813,2055,2321,2767,2857,2996,3123,3740,3831,4182,5126,6711,6322,7087,6151,5973,6291,6403,6329,8075,9033
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",31,"324","    Petroleum and coal products manufacturing",1216,1422,1688,1737,1582,1579,1768,4079,4782,5308,4491,4912,5153,5793,5710,5505,5288,5402,5968,6806,5573
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",32,"325","    Chemical manufacturing",5689,6125,6393,6764,8100,7731,7235,8261,9840,10979,13786,17426,17897,19562,22542,21153,25300,26248,27727,31150,32869
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",33,"326","    Plastics and rubber products manufacturing",2030,2380,2752,3229,3515,3768,4017,4899,4898,5569,7009,8490,8357,7501,7036,6434,6487,6364,7181,8233,8263
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",34,"42","  Wholesale trade",862118,898874,918134,932348,958871,1022718,998230,1142186,1353032,1377354,1398924,1403923,1216526,1176411,1257900,1282179,1358745,1437250,1495879,1723441,1735603
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",35,"44-45","  Retail trade",1135662,1168921,1236820,1333862,1432293,1486555,1300117,1716310,2330051,2245124,2235953,2042286,1717842,1903840,2362053,2252962,2488171,2693225,2855760,3219681,3084672
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",36,"48-49","  Transportation and warehousing",251644,318567,355002,427503,246170,369897,345973,637627,662529,656278,634982,665949,657661,642716,609064,615200,684846,735280,779208,882285,999616
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",37,"481","   Air transportation",202122,254606,285370,348867,164765,283832,254819,523282,545337,534420,536301,550722,534668,503815,480440,490142,560012,609245,642808,737064,851088
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",38,"482","   Rail transportation",317,254,80,314,134,-155,-68,426,691,601,1630,1934,1312,1051,2492,3279,2808,3060,1204,1697,1158
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",39,"483","   Water transportation",573,842,811,810,551,484,402,217,265,179,58,172,112,523,603,346,681,723,784,769,889
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",40,"484","   Truck transportation",18743,20088,20124,21123,15657,18001,20821,31946,38187,38775,41865,34227,34332,37983,37870,37045,36861,38445,42660,47114,49038
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",41,"485","   Transit and ground passenger transportation",12296,14792,16709,19559,29541,29536,28944,31931,25393,25368,28342,43349,50520,58102,49391,46221,46673,44417,47161,39759,37049
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",42,"486","   Pipeline transportation",868,882,843,947,624,523,783,788,771,793,1010,1700,1962,1914,2091,2294,1825,1928,1847,1866,1614
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",43,"487-488, 492","   Other transportation and support activities",15532,25615,29234,33672,32463,34997,37014,44962,48127,51238,19100,23075,23675,26063,24046,23502,23175,23663,26054,33555,36151
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",44,"493","   Warehousing and storage",1192,1489,1832,2211,2435,2680,3259,4076,3757,4904,6676,10771,11079,13264,12131,12372,12811,13799,16689,20462,22629
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",45,"51","  Information",114151,124049,153022,161960,191525,203058,192702,208097,244110,239700,250674,268927,253378,265247,276792,264287,281440,300197,325416,351888,326174
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",46,"511","   Publishing industries (except Internet)",1277,1269,1459,1987,4928,5709,5650,6066,5824,6619,7762,10668,10378,10789,9912,8434,9064,9611,10852,12533,12700
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",47,"512","   Motion picture and sound recording industries",19966,20708,30895,26054,38987,34021,30732,42417,42035,53685,62293,58173,44374,39927,39070,44958,51167,60393,75136,82995,64180
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",48,"515, 517","   Broadcasting (except Internet) and telecommunications",92618,101718,120167,132957,145814,161790,154445,157867,194494,177112,177683,196185,194250,209685,222814,204800,214498,221011,227539,242845,235638
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",49,"518, 519","   Data processing, hosting, and other information services",289,354,500,962,1797,1538,1875,1747,1757,2283,2936,3901,4375,4847,4996,6095,6711,9182,11890,13515,13656
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",50,"52, 53","  Finance, insurance, real estate, rental, and leasing",660439,680884,765479,868755,918871,1029919,1143344,1373309,1479603,1701841,1921525,2033018,2132338,2106910,1948214,1878507,1961489,1970746,2070856,2281459,2367394
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",51,"52","   Finance and insurance",171920,197071,206343,232675,243469,271643,304916,358489,389161,415154,458488,442313,426081,412141,399069,386635,430575,458904,545287,568788,590855
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",52,"521-522","    Monetary Authorities- central bank, credit intermediation, and related services",31049,35128,40807,47899,56345,59621,66604,79215,87540,89353,96473,106177,103797,94812,78420,68934,91531,51767,74962,73578,121256
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",53,"523","    Securities, commodity contracts, and other financial investments and related activities",6273,7346,7701,9800,14427,14369,12688,11944,10061,9344,11658,19474,15949,14901,13075,11979,12757,13723,15975,19417,20774
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",54,"524","    Insurance carriers and related activities",133699,153512,156261,169773,170444,195150,223143,265612,289047,311229,335188,314661,303084,299787,305493,304457,322743,388515,444863,472221,445761
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",55,"525","    Funds, trusts, and other financial vehicles",899,1086,1574,5203,2253,2503,2481,1719,2513,5228,15170,2002,3251,2641,2081,1265,3544,4899,9487,3573,3064
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",56,"53","   Real estate and rental and leasing",488519,483813,559136,636080,675402,758276,838428,1014819,1090442,1286687,1463037,1590704,1706258,1694769,1549145,1491872,1530913,1511842,1525569,1712671,1776539
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",57,"531","    Real estate",413969,401887,463726,536557,588195,679139,727430,881979,922717,1043081,1097401,1226071,1394162,1344045,1158520,1085416,1093005,1046180,1011219,1111227,1188568
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",58,"532-533","    Rental and leasing services and lessors of nonfinancial intangible assets",74550,81926,95410,99523,87206,79136,110998,132840,167725,243605,365635,364633,312095,350724,390625,406456,437909,465662,514351,601444,587971
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",59,"54, 55, 56","  Professional and business services",115861,125292,137035,144217,171686,179944,276623,436568,521127,476553,388298,442629,362947,402532,372108,364905,404715,404565,450971,558125,571232
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",60,"54","   Professional, scientific, and technical services",15255,16977,18992,21938,46302,52892,150613,269640,328196,298969,228543,222744,171806,190290,185123,179526,209619,202837,218916,268061,280468
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",61,"5411","    Legal services",3842,4291,4620,4916,10148,12752,107550,221309,286303,250125,167886,125774,78469,82778,79483,77626,98748,86322,89952,111886,121895
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",62,"5415","    Computer systems design and related services",1708,1877,2287,2821,4097,4128,4101,5039,4301,5549,8468,14255,14033,18273,21563,21505,25636,29284,30509,36427,36370
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",63,"5412-5414, 5416-5419","    Miscellaneous professional, scientific, and technical services",9704,10809,12085,14200,32056,36013,38962,43292,37592,43295,52189,82715,79305,89239,84077,80395,85235,87231,98455,119748,122203
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",64,"55","   Management of companies and enterprises",15975,17089,19571,22678,27460,28343,36327,54493,57150,63159,85063,121715,102818,111566,88642,90250,93059,94102,106957,136712,134716
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",65,"56","   Administrative and support and waste management and remediation services",84631,91226,98471,99601,97925,98709,89682,112435,135780,114425,74693,98171,88322,100676,98343,95129,102038,107627,125099,153352,156048
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",66,"561","    Administrative and support services",79890,86573,93719,94282,91928,92284,82601,104871,127114,104292,62095,82905,71859,83162,83538,80512,86453,92532,109191,135938,138323
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",67,"562","    Waste management and remediation services",4741,4653,4752,5318,5997,6425,7082,7564,8667,10133,12598,15266,16464,17513,14804,14617,15584,15095,15907,17414,17725
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",68,"61, 62","  Educational services, health care, and social assistance",41740,47238,50580,57733,76783,83190,89742,113895,111113,117007,136719,190459,197700,225064,175679,180043,183420,184844,215014,262264,282365
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",69,"61","   Educational services",9140,10400,11439,12703,11073,12975,14639,19834,22710,24897,29196,27222,29956,34184,31696,29417,30230,29782,31441,35620,37010
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",70,"62","   Health care and social assistance",32600,36838,39140,45030,65709,70215,75103,94062,88403,92110,107523,163238,167743,190881,143983,150626,153191,155062,183573,226644,245355
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",71,"621","    Ambulatory health care services",22265,25520,26152,29648,34930,37092,38533,48940,44907,45515,50819,76203,74458,90493,79881,77943,80921,81590,93304,113631,120066
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",72,"622","    Hospitals",7424,7918,8809,10289,21150,23004,26040,32557,31669,34065,41620,62230,67748,70102,37577,46413,44015,45157,58835,75972,85997
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",73,"623","    Nursing and residential care facilities",2002,2316,2920,3567,6276,6503,7022,8288,8324,8682,10514,15205,16392,19144,17017,17552,19241,19095,20933,24160,25824
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",74,"624","    Social assistance",909,1083,1259,1527,3354,3616,3508,4276,3503,3849,4570,9600,9145,11143,9507,8719,9014,9220,10502,12881,13468
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",75,"71, 72","  Arts, entertainment, recreation, accommodation, and food services",1267577,1411485,1607500,1719340,1742564,1803177,1872210,2257972,2611994,2896817,3106342,2982793,2758240,2849525,2903225,2862766,2999054,3157846,3262852,3577262,3500090
 "32000","Nevada",8,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",76,"71","   Arts, entertainment, and recreation",631562,720901,830679,873725,778484,817504,866823,1032173,1129350,1324228,1384101,1178979,1030446,964893,1043482,1046483,1029800,1080084,1055820,1110297,1070987
